name,email,phone,preferred_date,preferred_time,service,device_type,device_os,device_browser,ip_city,ip_country,created_at
Sebastian Ramirez,sebastian.ramirez20@outlook.com,+52892270274,2026-05-02,16:00,IV Rehydration,Desktop,iOS,Chrome,Miami,US,2026-05-02 16:00
Sofia Sanchez,sofia.sanchez2@yahoo.com,+54949732551,2026-05-04,16:00,Consulta General,Mobile,Android,Chrome,Buenos Aires,AR,2026-05-04 14:00
Andres Lopez,andres.lopez64@gmail.com,+54269990879,2026-06-05,10:00,Enfermedades Crónicas,Mobile,Linux,Firefox,Madrid,ES,2026-06-05 09:00
Sofia Ramirez,sofia.ramirez46@gmail.com,+34171839853,2026-06-04,10:00,Consulta General,Mobile,Linux,Firefox,Miami,US,2026-06-04 09:00
Diego Sanchez,diego.sanchez2@outlook.com,+57778077202,2026-05-25,09:00,IV Rehydration,Mobile,Windows,Edge,Ciudad de Mexico,MX,2026-05-25 14:00
Andres Moreno,andres.moreno89@yahoo.com,+52496820123,2026-06-23,14:00,Visita Domiciliaria,Mobile,iOS,Safari,Ciudad de Mexico,MX,2026-06-23 11:00
Andres Moreno,andres.moreno41@hotmail.com,+54944826660,2026-04-21,10:00,Facial Harmonization,Mobile,Linux,Firefox,Barcelona,ES,2026-04-21 15:00
Emma Diaz,emma.diaz91@hotmail.com,+1754324436,2026-06-05,09:00,Enfermedades Crónicas,Desktop,Android,Edge,Miami,US,2026-06-05 14:00
Mateo Sanchez,mateo.sanchez80@hotmail.com,+57187303446,2026-03-26,14:00,Facial Harmonization,Desktop,Linux,Firefox,Barcelona,ES,2026-03-26 08:00
Emma Gonzalez,emma.gonzalez47@hotmail.com,+34608681898,2026-03-31,09:00,B-Complex IV,Mobile,iOS,Firefox,Barcelona,ES,2026-03-31 10:00
Camila Perez,camila.perez41@outlook.com,+1675858660,2026-02-16,09:00,Enfermedades Crónicas,Mobile,Android,Safari,Madrid,ES,2026-02-16 10:00
Emma Torres,emma.torres32@yahoo.com,+54554183477,2026-07-09,15:00,Enfermedades Crónicas,Desktop,iOS,Firefox,Barcelona,ES,2026-07-09 10:00
Martina Diaz,martina.diaz11@outlook.com,+57599224960,2026-06-02,16:00,Consulta Virtual,Mobile,Android,Edge,Madrid,ES,2026-06-02 15:00
Camila Ramirez,camila.ramirez26@yahoo.com,+1586763125,2026-04-15,10:00,Vitamin C IV,Desktop,Android,Firefox,Madrid,ES,2026-04-15 08:00
Sebastian Perez,sebastian.perez41@hotmail.com,+54690694502,2026-06-23,08:00,General Consultation,Mobile,Windows,Edge,Barcelona,ES,2026-06-23 09:00
Andres Flores,andres.flores66@gmail.com,+34876075538,2026-05-02,15:00,Consulta General,Desktop,macOS,Safari,Guadalajara,MX,2026-05-02 08:00
Joaquin Lopez,joaquin.lopez97@gmail.com,+57483412842,2026-06-19,10:00,Vitamin C IV,Mobile,Windows,Safari,Ciudad de Mexico,MX,2026-06-19 11:00
Martina Sanchez,martina.sanchez71@hotmail.com,+34974416854,2026-04-13,09:00,Symptomatic IV,Mobile,iOS,Firefox,Ciudad de Mexico,MX,2026-04-13 09:00
Diego Ramirez,diego.ramirez6@gmail.com,+52914462961,2026-05-22,09:00,Visita Domiciliaria,Mobile,Android,Firefox,Medellin,CO,2026-05-22 10:00
Lucia Torres,lucia.torres64@yahoo.com,+34819022698,2026-04-16,15:00,Consulta General,Desktop,Linux,Safari,Bogota,CO,2026-04-16 08:00
Tomas Ramirez,tomas.ramirez45@gmail.com,+34724470223,2026-06-03,10:00,Facial Harmonization,Mobile,Android,Edge,Barcelona,ES,2026-06-03 09:00
Joaquin Flores,joaquin.flores35@yahoo.com,+1501902191,2026-06-16,14:00,IV Rehydration,Mobile,Android,Firefox,Buenos Aires,AR,2026-06-16 10:00
Mateo Diaz,mateo.diaz58@yahoo.com,+34578398626,2026-06-04,14:00,Visita Domiciliaria,Mobile,Linux,Edge,Barcelona,ES,2026-06-04 09:00
Hugo Lopez,hugo.lopez98@hotmail.com,+1889954575,2026-06-04,15:00,IV Rehydration,Desktop,Android,Firefox,Bogota,CO,2026-06-04 10:00
Camila Lopez,camila.lopez40@gmail.com,+34332383018,2026-03-27,16:00,B-Complex IV,Mobile,Windows,Chrome,Buenos Aires,AR,2026-03-27 11:00
Valeria Flores,valeria.flores63@hotmail.com,+54702186482,2026-04-16,14:00,B-Complex IV,Desktop,Android,Safari,Ciudad de Mexico,MX,2026-04-16 14:00
Hugo Garcia,hugo.garcia1@yahoo.com,+57577880194,2026-06-27,11:00,Consulta General,Desktop,Android,Safari,Guadalajara,MX,2026-06-27 08:00
Valeria Moreno,valeria.moreno10@yahoo.com,+57548273280,2026-04-21,15:00,Vitamin C IV,Mobile,iOS,Safari,Barcelona,ES,2026-04-21 10:00
Emma Lopez,emma.lopez82@gmail.com,+34611643148,2026-06-18,09:00,Vitamin C IV,Mobile,iOS,Chrome,Buenos Aires,AR,2026-06-18 11:00
Lucia Moreno,lucia.moreno9@outlook.com,+52331365141,2026-02-26,08:00,IV Rehydration,Desktop,macOS,Safari,Barcelona,ES,2026-02-26 08:00
Sofia Garcia,sofia.garcia85@gmail.com,+34926279823,2026-03-19,10:00,Consulta General,Mobile,macOS,Chrome,Ciudad de Mexico,MX,2026-03-19 16:00
Joaquin Ramirez,joaquin.ramirez84@gmail.com,+34704744240,2026-05-15,16:00,Enfermedades Crónicas,Tablet,Linux,Edge,Barcelona,ES,2026-05-15 16:00
Camila Perez,camila.perez77@gmail.com,+57589902736,2026-05-26,16:00,Symptomatic IV,Desktop,Android,Firefox,Bogota,CO,2026-05-26 15:00
Andres Moreno,andres.moreno53@yahoo.com,+52722997665,2026-04-20,11:00,IV Rehydration,Desktop,Windows,Firefox,Ciudad de Mexico,MX,2026-04-20 09:00
Isabella Sanchez,isabella.sanchez56@yahoo.com,+34746555673,2026-02-02,10:00,Atención Pediátrica,Desktop,Windows,Firefox,Ciudad de Mexico,MX,2026-02-02 15:00
Martina Martinez,martina.martinez44@gmail.com,+1771156085,2026-03-27,09:00,General Consultation,Mobile,Linux,Chrome,Ciudad de Mexico,MX,2026-03-27 16:00
Hugo Sanchez,hugo.sanchez65@gmail.com,+1145073984,2026-02-27,14:00,Vitamin C IV,Desktop,iOS,Firefox,Valencia,ES,2026-02-27 14:00
Martina Moreno,martina.moreno63@yahoo.com,+34449489327,2026-02-04,15:00,Enfermedades Crónicas,Tablet,Windows,Edge,Bogota,CO,2026-02-04 14:00
Andres Moreno,andres.moreno89@outlook.com,+34342466812,2026-02-06,15:00,General Consultation,Desktop,Android,Chrome,Barcelona,ES,2026-02-06 15:00
Emma Rodriguez,emma.rodriguez19@outlook.com,+34846183342,2026-07-24,10:00,B-Complex IV,Desktop,macOS,Firefox,Miami,US,2026-07-24 16:00
Hugo Lopez,hugo.lopez3@gmail.com,+34417595733,2026-06-01,08:00,B-Complex IV,Mobile,iOS,Safari,Madrid,ES,2026-06-01 10:00
Andres Diaz,andres.diaz2@outlook.com,+1422353917,2026-03-31,10:00,IV Rehydration,Tablet,Android,Firefox,Valencia,ES,2026-03-31 11:00
Tomas Flores,tomas.flores87@gmail.com,+54133842234,2026-02-16,11:00,IV Rehydration,Mobile,iOS,Firefox,Ciudad de Mexico,MX,2026-02-16 15:00
Isabella Rodriguez,isabella.rodriguez89@outlook.com,+1765968742,2026-03-25,10:00,Visita Domiciliaria,Desktop,macOS,Safari,Valencia,ES,2026-03-25 11:00
Mateo Ramirez,mateo.ramirez70@yahoo.com,+34189082650,2026-07-15,09:00,Consulta General,Tablet,iOS,Edge,Bogota,CO,2026-07-15 11:00
Lucia Perez,lucia.perez71@yahoo.com,+54332524537,2026-04-29,14:00,Symptomatic IV,Mobile,iOS,Chrome,Miami,US,2026-04-29 14:00
Sebastian Rodriguez,sebastian.rodriguez60@hotmail.com,+57848538764,2026-02-02,14:00,IV Rehydration,Desktop,Linux,Safari,Buenos Aires,AR,2026-02-02 10:00
Sofia Ramirez,sofia.ramirez21@yahoo.com,+34411692921,2026-02-25,14:00,IV Rehydration,Mobile,iOS,Chrome,Ciudad de Mexico,MX,2026-02-25 16:00
Joaquin Diaz,joaquin.diaz99@hotmail.com,+54147110078,2026-07-02,10:00,B-Complex IV,Mobile,Windows,Edge,Valencia,ES,2026-07-02 09:00
Mateo Rodriguez,mateo.rodriguez18@hotmail.com,+52894951620,2026-04-02,14:00,Facial Harmonization,Desktop,macOS,Edge,Miami,US,2026-04-02 10:00
Joaquin Perez,joaquin.perez54@gmail.com,+54136009935,2026-01-27,10:00,Symptomatic IV,Mobile,macOS,Safari,Bogota,CO,2026-01-27 08:00
Andres Ramirez,andres.ramirez65@outlook.com,+52247668785,2026-07-02,08:00,Vitamin C IV,Mobile,iOS,Chrome,Miami,US,2026-07-02 15:00
Andres Torres,andres.torres62@yahoo.com,+34948254067,2026-06-04,15:00,B-Complex IV,Mobile,macOS,Safari,Miami,US,2026-06-04 14:00
Sofia Moreno,sofia.moreno2@outlook.com,+57164418051,2026-07-14,14:00,Medicina Preventiva,Mobile,iOS,Firefox,Madrid,ES,2026-07-14 14:00
Sofia Perez,sofia.perez62@hotmail.com,+52302579662,2026-03-11,15:00,Symptomatic IV,Mobile,macOS,Chrome,Buenos Aires,AR,2026-03-11 08:00
Isabella Rodriguez,isabella.rodriguez86@hotmail.com,+52647466482,2026-06-10,09:00,Enfermedades Crónicas,Mobile,iOS,Edge,Guadalajara,MX,2026-06-10 14:00
Emma Sanchez,emma.sanchez29@yahoo.com,+57536359513,2026-07-06,08:00,Medicina Preventiva,Mobile,iOS,Firefox,Barcelona,ES,2026-07-06 16:00
Andres Sanchez,andres.sanchez78@outlook.com,+52903812257,2026-04-14,09:00,Symptomatic IV,Mobile,Linux,Edge,Bogota,CO,2026-04-14 15:00
Camila Ramirez,camila.ramirez56@gmail.com,+1133193666,2026-02-12,11:00,Vitamin C IV,Mobile,iOS,Chrome,Guadalajara,MX,2026-02-12 16:00
Camila Ramirez,camila.ramirez39@yahoo.com,+1749931490,2026-02-10,10:00,Consulta Virtual,Mobile,macOS,Edge,Barcelona,ES,2026-02-10 11:00
Martina Flores,martina.flores61@hotmail.com,+57197697289,2026-01-29,15:00,Facial Harmonization,Mobile,Windows,Safari,Ciudad de Mexico,MX,2026-01-29 10:00
Camila Flores,camila.flores41@hotmail.com,+57357069675,2026-02-13,14:00,B-Complex IV,Mobile,Windows,Chrome,Barcelona,ES,2026-02-13 16:00
Camila Flores,camila.flores86@outlook.com,+52924970932,2026-04-30,14:00,Atención Pediátrica,Mobile,Android,Firefox,Valencia,ES,2026-04-30 09:00
Isabella Perez,isabella.perez60@hotmail.com,+1658466741,2026-01-30,09:00,Vitamin C IV,Desktop,Windows,Chrome,Bogota,CO,2026-01-30 09:00
Martina Ramirez,martina.ramirez32@yahoo.com,+54620059677,2026-02-21,15:00,B-Complex IV,Desktop,Linux,Edge,Madrid,ES,2026-02-21 14:00
Camila Rodriguez,camila.rodriguez71@outlook.com,+54103507992,2026-04-28,08:00,B-Complex IV,Mobile,Windows,Edge,Guadalajara,MX,2026-04-28 11:00
Tomas Sanchez,tomas.sanchez35@hotmail.com,+34559247215,2026-03-06,15:00,Visita Domiciliaria,Mobile,Linux,Safari,Barcelona,ES,2026-03-06 11:00
Emma Garcia,emma.garcia9@gmail.com,+57215386040,2026-04-02,14:00,Facial Harmonization,Mobile,Android,Safari,Madrid,ES,2026-04-02 15:00
Martina Flores,martina.flores2@gmail.com,+34462501562,2026-01-30,14:00,Consulta General,Mobile,Windows,Edge,Madrid,ES,2026-01-30 09:00
Emma Gonzalez,emma.gonzalez31@yahoo.com,+52124646738,2026-05-26,14:00,General Consultation,Mobile,Android,Chrome,Guadalajara,MX,2026-05-26 16:00
Sofia Rodriguez,sofia.rodriguez63@yahoo.com,+34202739549,2026-04-17,09:00,Enfermedades Crónicas,Mobile,Android,Chrome,Guadalajara,MX,2026-04-17 11:00
Diego Gonzalez,diego.gonzalez1@gmail.com,+52820654278,2026-02-18,10:00,Symptomatic IV,Mobile,Linux,Edge,Madrid,ES,2026-02-18 11:00
Sofia Moreno,sofia.moreno79@outlook.com,+54124724610,2026-05-30,14:00,Medicina Preventiva,Mobile,Android,Edge,Ciudad de Mexico,MX,2026-05-30 11:00
Isabella Flores,isabella.flores57@outlook.com,+1320621280,2026-03-12,10:00,Vitamin C IV,Mobile,iOS,Edge,Madrid,ES,2026-03-12 09:00
Joaquin Gonzalez,joaquin.gonzalez49@hotmail.com,+1604350516,2026-04-09,08:00,Consulta General,Mobile,Linux,Chrome,Barcelona,ES,2026-04-09 15:00
Lucia Sanchez,lucia.sanchez47@yahoo.com,+54122005392,2026-01-27,11:00,Symptomatic IV,Mobile,macOS,Edge,Bogota,CO,2026-01-27 08:00
Camila Ramirez,camila.ramirez22@hotmail.com,+52728670022,2026-04-02,15:00,Facial Harmonization,Mobile,Linux,Chrome,Buenos Aires,AR,2026-04-02 16:00
Emma Lopez,emma.lopez91@gmail.com,+52199188814,2026-07-15,14:00,Consulta General,Tablet,iOS,Firefox,Valencia,ES,2026-07-15 08:00
Camila Martinez,camila.martinez36@outlook.com,+52345982087,2026-03-12,11:00,IV Rehydration,Desktop,Linux,Safari,Ciudad de Mexico,MX,2026-03-12 09:00
Emma Moreno,emma.moreno37@hotmail.com,+1604925332,2026-07-01,11:00,Atención Pediátrica,Desktop,Android,Safari,Guadalajara,MX,2026-07-01 16:00
Emma Rodriguez,emma.rodriguez23@yahoo.com,+1233291386,2026-06-04,16:00,Symptomatic IV,Mobile,Windows,Chrome,Madrid,ES,2026-06-04 09:00
Lucia Perez,lucia.perez99@hotmail.com,+57651093592,2026-03-10,16:00,Vitamin C IV,Desktop,Linux,Safari,Barcelona,ES,2026-03-10 11:00
Hugo Flores,hugo.flores74@yahoo.com,+57596503819,2026-06-18,09:00,Symptomatic IV,Mobile,iOS,Chrome,Madrid,ES,2026-06-18 09:00
Valeria Martinez,valeria.martinez37@gmail.com,+54667894591,2026-02-11,16:00,Facial Harmonization,Mobile,macOS,Edge,Madrid,ES,2026-02-11 14:00
Andres Flores,andres.flores97@outlook.com,+57662072076,2026-03-27,11:00,B-Complex IV,Tablet,macOS,Chrome,Miami,US,2026-03-27 16:00
Andres Gonzalez,andres.gonzalez78@gmail.com,+54510783860,2026-07-15,11:00,IV Rehydration,Mobile,iOS,Firefox,Guadalajara,MX,2026-07-15 11:00
Emma Diaz,emma.diaz58@hotmail.com,+1948819004,2026-06-04,16:00,Medicina Preventiva,Desktop,Windows,Edge,Barcelona,ES,2026-06-04 09:00
Sebastian Gonzalez,sebastian.gonzalez52@outlook.com,+54865460104,2026-06-18,11:00,IV Rehydration,Mobile,Android,Edge,Barcelona,ES,2026-06-18 09:00
Sofia Diaz,sofia.diaz38@gmail.com,+57157036462,2026-04-09,10:00,Symptomatic IV,Tablet,macOS,Edge,Barcelona,ES,2026-04-09 08:00
Hugo Ramirez,hugo.ramirez46@gmail.com,+57307746818,2026-02-18,10:00,Consulta Virtual,Mobile,Android,Safari,Miami,US,2026-02-18 08:00
Lucia Garcia,lucia.garcia81@hotmail.com,+1498644301,2026-06-17,08:00,Symptomatic IV,Desktop,Windows,Edge,Ciudad de Mexico,MX,2026-06-17 10:00
Mateo Ramirez,mateo.ramirez56@outlook.com,+1138822127,2026-02-12,15:00,Medicina Preventiva,Mobile,Linux,Safari,Ciudad de Mexico,MX,2026-02-12 09:00
Sofia Martinez,sofia.martinez12@hotmail.com,+1512198254,2026-04-17,10:00,IV Rehydration,Desktop,iOS,Safari,Guadalajara,MX,2026-04-17 10:00
Tomas Lopez,tomas.lopez20@outlook.com,+54687396879,2026-07-21,14:00,B-Complex IV,Tablet,Android,Safari,Barcelona,ES,2026-07-21 08:00
Mateo Lopez,mateo.lopez22@outlook.com,+54222661067,2026-06-13,08:00,Consulta General,Mobile,Windows,Firefox,Ciudad de Mexico,MX,2026-06-13 16:00
Isabella Torres,isabella.torres81@yahoo.com,+57665549649,2026-03-26,09:00,Consulta General,Tablet,Linux,Firefox,Barcelona,ES,2026-03-26 16:00
Valeria Ramirez,valeria.ramirez43@yahoo.com,+1422733449,2026-02-22,11:00,Visita Domiciliaria,Mobile,macOS,Safari,Medellin,CO,2026-02-22 14:00
Isabella Lopez,isabella.lopez32@hotmail.com,+54264559794,2026-05-09,08:00,Consulta General,Mobile,Linux,Firefox,Medellin,CO,2026-05-09 11:00
Mateo Lopez,mateo.lopez80@hotmail.com,+54811764494,2026-04-13,08:00,Medicina Preventiva,Mobile,iOS,Edge,Valencia,ES,2026-04-13 11:00
Andres Rodriguez,andres.rodriguez31@yahoo.com,+54628131485,2026-04-03,11:00,General Consultation,Tablet,macOS,Edge,Valencia,ES,2026-04-03 16:00
Sofia Perez,sofia.perez77@hotmail.com,+57737207839,2026-05-25,11:00,Enfermedades Crónicas,Mobile,iOS,Safari,Guadalajara,MX,2026-05-25 08:00
Mateo Moreno,mateo.moreno7@hotmail.com,+34605955895,2026-07-22,09:00,Vitamin C IV,Mobile,Windows,Firefox,Valencia,ES,2026-07-22 15:00
Martina Flores,martina.flores6@gmail.com,+52432610204,2026-01-30,10:00,Vitamin C IV,Desktop,Linux,Safari,Bogota,CO,2026-01-30 08:00
Emma Martinez,emma.martinez63@outlook.com,+34387043716,2026-02-17,14:00,IV Rehydration,Mobile,Linux,Safari,Buenos Aires,AR,2026-02-17 16:00
Tomas Gonzalez,tomas.gonzalez83@hotmail.com,+1203208269,2026-02-18,11:00,General Consultation,Mobile,Windows,Safari,Madrid,ES,2026-02-18 11:00
Emma Ramirez,emma.ramirez66@yahoo.com,+57415307795,2026-04-29,15:00,Consulta General,Desktop,macOS,Edge,Bogota,CO,2026-04-29 16:00
Martina Perez,martina.perez31@hotmail.com,+54259687864,2026-05-25,15:00,Vitamin C IV,Desktop,iOS,Safari,Buenos Aires,AR,2026-05-25 14:00
Sofia Martinez,sofia.martinez37@gmail.com,+57838439961,2026-06-24,10:00,Facial Harmonization,Mobile,macOS,Edge,Miami,US,2026-06-24 11:00
Martina Torres,martina.torres91@yahoo.com,+52608124995,2026-06-23,15:00,Vitamin C IV,Desktop,Android,Edge,Bogota,CO,2026-06-23 09:00
Hugo Gonzalez,hugo.gonzalez24@outlook.com,+54597683569,2026-04-27,15:00,Visita Domiciliaria,Mobile,Windows,Edge,Madrid,ES,2026-04-27 09:00
Emma Flores,emma.flores1@hotmail.com,+52369080108,2026-05-02,11:00,Vitamin C IV,Desktop,Windows,Chrome,Bogota,CO,2026-05-02 08:00
Camila Lopez,camila.lopez54@hotmail.com,+34927704564,2026-06-19,08:00,General Consultation,Mobile,Windows,Firefox,Guadalajara,MX,2026-06-19 10:00
Isabella Lopez,isabella.lopez19@hotmail.com,+57830526382,2026-07-24,15:00,Enfermedades Crónicas,Mobile,Linux,Firefox,Medellin,CO,2026-07-24 14:00
Tomas Flores,tomas.flores56@hotmail.com,+34588501521,2026-04-15,15:00,General Consultation,Desktop,Windows,Edge,Miami,US,2026-04-15 08:00
Martina Rodriguez,martina.rodriguez54@outlook.com,+54753651567,2026-05-13,14:00,B-Complex IV,Mobile,Windows,Chrome,Valencia,ES,2026-05-13 11:00
Lucia Lopez,lucia.lopez51@yahoo.com,+57104601001,2026-05-18,14:00,B-Complex IV,Mobile,Android,Edge,Bogota,CO,2026-05-18 09:00
Mateo Gonzalez,mateo.gonzalez3@outlook.com,+1886784420,2026-04-14,16:00,Medicina Preventiva,Mobile,Windows,Safari,Madrid,ES,2026-04-14 11:00
Camila Rodriguez,camila.rodriguez50@hotmail.com,+1879237238,2026-02-26,10:00,B-Complex IV,Mobile,Android,Safari,Bogota,CO,2026-02-26 15:00
Sebastian Garcia,sebastian.garcia17@gmail.com,+57281486664,2026-04-06,15:00,IV Rehydration,Mobile,Windows,Edge,Guadalajara,MX,2026-04-06 09:00
Mateo Gonzalez,mateo.gonzalez70@yahoo.com,+1786145301,2026-04-06,08:00,Vitamin C IV,Mobile,Android,Safari,Madrid,ES,2026-04-06 16:00
Emma Gonzalez,emma.gonzalez15@hotmail.com,+54462419904,2026-07-24,08:00,Facial Harmonization,Tablet,Linux,Edge,Madrid,ES,2026-07-24 14:00
Emma Rodriguez,emma.rodriguez12@yahoo.com,+57289406490,2026-06-23,11:00,Medicina Preventiva,Mobile,Linux,Firefox,Guadalajara,MX,2026-06-23 15:00
Emma Rodriguez,emma.rodriguez21@gmail.com,+52467328357,2026-07-20,09:00,Facial Harmonization,Desktop,Linux,Chrome,Guadalajara,MX,2026-07-20 11:00
Valeria Sanchez,valeria.sanchez66@gmail.com,+54328019798,2026-02-13,09:00,B-Complex IV,Mobile,macOS,Safari,Valencia,ES,2026-02-13 15:00
Emma Ramirez,emma.ramirez50@outlook.com,+57789908527,2026-05-27,10:00,B-Complex IV,Desktop,iOS,Safari,Buenos Aires,AR,2026-05-27 11:00
Andres Diaz,andres.diaz54@yahoo.com,+34438411395,2026-06-04,16:00,Symptomatic IV,Mobile,Android,Safari,Bogota,CO,2026-06-04 14:00
Sofia Ramirez,sofia.ramirez71@outlook.com,+1879433140,2026-03-13,16:00,IV Rehydration,Mobile,Linux,Safari,Madrid,ES,2026-03-13 16:00
Hugo Sanchez,hugo.sanchez5@yahoo.com,+34158962391,2026-02-11,10:00,Consulta General,Mobile,Android,Firefox,Barcelona,ES,2026-02-11 16:00
Mateo Torres,mateo.torres10@yahoo.com,+54431126013,2026-04-18,15:00,IV Rehydration,Mobile,iOS,Safari,Buenos Aires,AR,2026-04-18 10:00
Tomas Flores,tomas.flores47@gmail.com,+34202174331,2026-04-30,10:00,Medicina Preventiva,Desktop,Windows,Safari,Buenos Aires,AR,2026-04-30 09:00
Diego Garcia,diego.garcia40@yahoo.com,+1910503956,2026-02-27,14:00,Consulta Virtual,Mobile,iOS,Firefox,Medellin,CO,2026-02-27 14:00
Emma Garcia,emma.garcia54@yahoo.com,+34806412077,2026-02-06,10:00,B-Complex IV,Mobile,iOS,Chrome,Buenos Aires,AR,2026-02-06 08:00
Mateo Ramirez,mateo.ramirez61@gmail.com,+57535927034,2026-06-30,14:00,Vitamin C IV,Tablet,Android,Chrome,Guadalajara,MX,2026-06-30 08:00
Tomas Moreno,tomas.moreno81@gmail.com,+34604997610,2026-04-30,09:00,Consulta General,Mobile,Android,Chrome,Guadalajara,MX,2026-04-30 15:00
Camila Flores,camila.flores64@hotmail.com,+1355455745,2026-01-29,08:00,Symptomatic IV,Mobile,Linux,Edge,Ciudad de Mexico,MX,2026-01-29 09:00
Tomas Sanchez,tomas.sanchez35@yahoo.com,+52761838191,2026-03-11,16:00,Atención Pediátrica,Mobile,macOS,Firefox,Madrid,ES,2026-03-11 15:00
Valeria Flores,valeria.flores96@hotmail.com,+57842277684,2026-02-20,09:00,Facial Harmonization,Mobile,Linux,Safari,Miami,US,2026-02-20 15:00
Diego Moreno,diego.moreno94@gmail.com,+34834512606,2026-05-22,11:00,Vitamin C IV,Mobile,Android,Firefox,Madrid,ES,2026-05-22 08:00
Mateo Moreno,mateo.moreno53@gmail.com,+34466529273,2026-02-27,09:00,Symptomatic IV,Mobile,Android,Safari,Barcelona,ES,2026-02-27 16:00
Martina Torres,martina.torres57@yahoo.com,+52781881435,2026-04-21,09:00,B-Complex IV,Mobile,Windows,Chrome,Valencia,ES,2026-04-21 16:00
Sebastian Ramirez,sebastian.ramirez56@yahoo.com,+34370702411,2026-02-04,08:00,Symptomatic IV,Desktop,Android,Safari,Bogota,CO,2026-02-04 16:00
Diego Sanchez,diego.sanchez37@gmail.com,+52404348013,2026-07-09,10:00,B-Complex IV,Desktop,iOS,Edge,Ciudad de Mexico,MX,2026-07-09 16:00
Camila Diaz,camila.diaz58@hotmail.com,+52839197050,2026-03-11,16:00,B-Complex IV,Mobile,macOS,Edge,Ciudad de Mexico,MX,2026-03-11 10:00
Diego Diaz,diego.diaz50@outlook.com,+52692433358,2026-06-10,14:00,General Consultation,Desktop,Android,Safari,Madrid,ES,2026-06-10 10:00
Camila Diaz,camila.diaz96@yahoo.com,+54121796495,2026-04-21,08:00,Facial Harmonization,Mobile,iOS,Chrome,Bogota,CO,2026-04-21 10:00
Martina Torres,martina.torres81@hotmail.com,+54667287649,2026-05-21,08:00,Vitamin C IV,Desktop,iOS,Firefox,Bogota,CO,2026-05-21 16:00
Andres Garcia,andres.garcia25@outlook.com,+52216464728,2026-01-29,15:00,IV Rehydration,Desktop,macOS,Firefox,Valencia,ES,2026-01-29 15:00
Tomas Flores,tomas.flores13@yahoo.com,+54606649882,2026-05-13,14:00,B-Complex IV,Desktop,Android,Firefox,Miami,US,2026-05-13 08:00
Isabella Perez,isabella.perez30@outlook.com,+54703910280,2026-04-29,08:00,Consulta General,Mobile,iOS,Chrome,Bogota,CO,2026-04-29 09:00
Valeria Torres,valeria.torres14@gmail.com,+1573822048,2026-04-10,15:00,Vitamin C IV,Desktop,Android,Chrome,Barcelona,ES,2026-04-10 10:00
Tomas Sanchez,tomas.sanchez36@gmail.com,+1583008672,2026-06-30,09:00,Vitamin C IV,Mobile,Android,Safari,Madrid,ES,2026-06-30 08:00
Martina Lopez,martina.lopez61@gmail.com,+57680975011,2026-05-21,09:00,Consulta General,Desktop,iOS,Edge,Ciudad de Mexico,MX,2026-05-21 16:00
Isabella Flores,isabella.flores74@hotmail.com,+57100099764,2026-05-30,11:00,Consulta General,Desktop,Windows,Edge,Madrid,ES,2026-05-30 14:00
Martina Flores,martina.flores86@gmail.com,+57306743219,2026-01-27,09:00,Enfermedades Crónicas,Mobile,Android,Safari,Bogota,CO,2026-01-27 15:00
Sofia Gonzalez,sofia.gonzalez8@outlook.com,+54342263190,2026-06-09,14:00,Vitamin C IV,Mobile,iOS,Chrome,Barcelona,ES,2026-06-09 10:00
Valeria Martinez,valeria.martinez21@gmail.com,+54505966906,2026-02-14,08:00,B-Complex IV,Desktop,iOS,Chrome,Medellin,CO,2026-02-14 15:00
Diego Rodriguez,diego.rodriguez54@hotmail.com,+34566668019,2026-04-08,09:00,Consulta General,Mobile,Android,Firefox,Bogota,CO,2026-04-08 15:00
Isabella Flores,isabella.flores58@yahoo.com,+52989890958,2026-03-13,14:00,Facial Harmonization,Desktop,Linux,Chrome,Buenos Aires,AR,2026-03-13 11:00
Sebastian Gonzalez,sebastian.gonzalez34@yahoo.com,+1329938696,2026-04-07,15:00,Medicina Preventiva,Mobile,iOS,Chrome,Medellin,CO,2026-04-07 11:00
Mateo Moreno,mateo.moreno7@hotmail.com,+52891351561,2026-05-07,15:00,Facial Harmonization,Desktop,iOS,Edge,Buenos Aires,AR,2026-05-07 11:00
Diego Martinez,diego.martinez7@hotmail.com,+1751655410,2026-02-07,14:00,Atención Pediátrica,Mobile,Android,Safari,Madrid,ES,2026-02-07 10:00
Andres Torres,andres.torres23@hotmail.com,+34559261608,2026-03-12,11:00,Enfermedades Crónicas,Mobile,Android,Chrome,Barcelona,ES,2026-03-12 16:00
Sofia Flores,sofia.flores10@outlook.com,+54874081780,2026-05-29,15:00,Facial Harmonization,Desktop,Windows,Edge,Madrid,ES,2026-05-29 09:00
Emma Garcia,emma.garcia93@gmail.com,+34189801104,2026-01-29,10:00,B-Complex IV,Mobile,Linux,Safari,Bogota,CO,2026-01-29 08:00
Mateo Ramirez,mateo.ramirez8@yahoo.com,+1127746847,2026-01-29,15:00,Vitamin C IV,Mobile,Windows,Firefox,Miami,US,2026-01-29 11:00
Martina Gonzalez,martina.gonzalez34@yahoo.com,+52191311474,2026-02-02,14:00,Enfermedades Crónicas,Mobile,Linux,Edge,Buenos Aires,AR,2026-02-02 10:00
Camila Torres,camila.torres41@gmail.com,+54603450047,2026-03-19,08:00,Facial Harmonization,Mobile,macOS,Safari,Medellin,CO,2026-03-19 08:00
